borrower_type,household_size,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,employment_type,months_at_current_job,num_income_sources,upi_transactions_per_month,upi_avg_transaction_amount,upi_months_active,mobile_wallet_used,utility_bills_paid,utility_bills_total,rent_paid_on_time_months,total_rental_months,same_number_since_year,avg_monthly_recharge_amount,recharge_frequency_per_month,ecomm_orders_per_month,ecomm_return_rate,prepaid_orders_ratio,survey_q1,survey_q2,survey_q3,survey_q4,survey_q5,survey_q6,survey_q7,survey_q8,loan_amount_requested,loan_purpose,loan_tenure_months,defaulted
gig,3,38311.51,37508.8,27793.41,14056.04,18319.85,6865.19,salaried-gig,18,2,14.0,1470.39,5.0,0.0,6,9,13.0,24.0,2022.0,441.91,0.96,6.8,0.35,0.5488663881918525,2.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,212100.0,medical,6,0
gig,4,29317.39,25080.12,33537.26,20253.78,22275.24,26545.13,salaried-gig,15,2,42.9,2208.14,22.0,0.0,7,23,12.0,19.0,2018.0,487.11,1.52,9.1,0.366,0.1796809704488002,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,69900.0,medical,23,0
gig,2,39353.36,38317.26,42018.95,21973.78,26208.39,38218.29,self-employed,20,3,64.5,2215.76,16.0,1.0,9,18,19.0,24.0,2017.0,631.7,1.63,8.4,0.298,0.7830386574301031,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,93200.0,business,21,0
gig,2,35775.31,15206.52,15458.87,15533.27,52590.55,32017.17,salaried-gig,15,3,30.4,1887.46,11.0,1.0,5,18,,,2020.0,294.9,1.13,3.5,0.365,0.0715984503726099,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,178700.0,education,13,0
rural,5,10265.71,10127.49,22255.9,11673.89,11960.81,20455.75,daily-wage,25,3,,,,,4,8,1.0,12.0,2018.0,176.26,0.92,4.5,0.361,0.7041962717904342,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,180200.0,business,47,1
gig,3,30103.38,33191.28,34835.77,66640.23,60538.61,21398.64,self-employed,32,4,96.3,3266.31,31.0,1.0,10,10,16.0,17.0,2012.0,602.11,2.64,10.8,0.069,0.930739829037141,4.0,3.0,2.0,3.0,4.0,4.0,2.0,5.0,133800.0,business,20,0
migrant,2,20227.08,19092.42,23355.37,19452.77,17704.63,17336.38,salaried-gig,10,3,18.7,1824.16,11.0,0.0,1,6,2.0,7.0,2022.0,441.79,1.07,5.1,0.235,0.75887451564679,3.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,132600.0,medical,20,0
rural,6,14660.37,13634.46,19833.68,12011.28,5753.39,18561.87,seasonal,29,2,,,,,3,11,11.0,19.0,2017.0,310.6,1.5,8.8,0.389,0.6785208618332602,2.0,1.0,3.0,3.0,4.0,,3.0,3.0,321400.0,business,38,0
rural,6,10481.87,10347.09,19443.85,10133.65,13654.13,16350.83,seasonal,35,2,,,,,5,9,2.0,6.0,2016.0,278.85,1.88,8.4,0.316,0.2758500489774729,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,298500.0,consumption,15,1
gig,2,17139.86,12184.55,16156.93,10616.58,8093.17,18699.1,daily-wage,5,1,8.4,294.72,0.0,0.0,0,17,,,2024.0,375.54,0.63,0.0,,,1.0,2.0,4.0,,2.0,2.0,3.0,3.0,457400.0,agriculture,38,1
gig,5,40244.49,49975.18,42627.73,40464.47,51488.97,43495.09,self-employed,32,4,114.3,2720.98,20.0,0.0,12,18,,,2016.0,739.15,2.68,16.0,0.147,0.9444897334101732,4.0,4.0,1.0,4.0,4.0,3.0,2.0,4.0,379500.0,consumption,24,0
rural,4,10128.47,12437.9,18687.11,12970.63,10872.15,16535.3,seasonal,29,1,,,,,5,19,2.0,23.0,2020.0,271.61,1.65,0.0,,,3.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,291300.0,agriculture,26,1
rural,7,12040.65,14109.69,28280.13,11433.66,15733.92,22712.42,seasonal,34,4,,,,,3,8,,,2018.0,365.01,1.57,0.0,,,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,378200.0,consumption,16,1
gig,3,27034.72,31184.12,38445.91,20977.12,31160.89,68033.66,daily-wage,26,4,64.4,2713.52,21.0,1.0,19,24,4.0,9.0,2013.0,707.56,2.68,9.8,0.131,0.9707129932124278,4.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0,432700.0,medical,30,0
gig,5,23525.75,26053.64,56543.9,34232.44,20013.4,28804.66,self-employed,28,4,87.0,2721.79,16.0,1.0,18,20,10.0,14.0,2017.0,593.84,2.78,12.2,0.211,0.926568979310566,4.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,295600.0,consumption,31,0
gig,5,24255.18,26943.3,27629.18,25377.28,40373.41,41740.43,salaried-gig,26,3,34.5,2023.04,14.0,1.0,7,20,4.0,8.0,2015.0,616.03,1.83,10.3,0.163,0.9343012690242016,2.0,2.0,3.0,5.0,3.0,3.0,2.0,4.0,449300.0,consumption,18,0
gig,3,48710.91,33711.39,27555.3,46186.55,54963.92,37287.84,salaried-gig,24,3,84.5,2642.02,18.0,1.0,11,20,16.0,20.0,2014.0,703.35,2.19,12.0,0.292,0.9914180033981908,3.0,5.0,2.0,3.0,3.0,4.0,2.0,3.0,85800.0,consumption,48,0
gig,3,32494.54,30350.59,46935.95,40929.25,39568.61,25877.48,daily-wage,24,3,80.7,2067.36,24.0,0.0,7,9,,,,624.42,1.81,3.8,0.286,0.6241848639726494,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,285200.0,consumption,26,0
migrant,3,18393.41,19758.75,20471.46,21200.01,21396.66,16997.82,daily-wage,10,2,42.2,1877.73,9.0,0.0,8,17,2.0,9.0,2018.0,486.62,0.74,6.7,0.28,0.615373358285686,3.0,3.0,5.0,3.0,4.0,3.0,4.0,1.0,469400.0,medical,41,0
gig,3,41505.84,26802.58,48754.72,30163.56,35746.8,33338.9,salaried-gig,32,4,84.5,2589.3,25.0,1.0,14,19,9.0,10.0,,483.51,1.88,13.3,0.205,0.960498946858064,4.0,3.0,2.0,4.0,4.0,,2.0,4.0,117600.0,medical,26,0
gig,4,32928.78,22074.59,26509.76,13179.06,20683.19,31462.39,self-employed,21,3,52.3,2558.16,9.0,1.0,11,20,2.0,8.0,2021.0,570.71,1.78,8.8,0.271,0.6145458368137924,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,174800.0,education,43,0
gig,2,4882.49,25487.67,20709.07,15821.0,36835.18,27074.43,daily-wage,19,3,53.8,1808.39,17.0,1.0,18,23,5.0,7.0,2021.0,519.57,1.8,6.0,0.157,0.5958644239116756,3.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,137900.0,business,6,0
rural,6,12181.47,13208.57,23204.59,16941.51,14618.37,23070.5,daily-wage,32,2,,,,,15,18,6.0,9.0,2016.0,490.2,1.84,15.2,0.336,0.4629084054941453,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,353100.0,medical,51,0
rural,5,9275.47,8234.81,19553.45,6207.1,7623.37,14225.23,seasonal,14,2,,,,,3,13,0.0,9.0,2021.0,242.93,0.7,3.8,0.289,0.0772419492481454,4.0,3.0,3.0,3.0,2.0,1.0,5.0,2.0,466300.0,agriculture,33,1
gig,2,26892.15,40177.29,39225.46,30015.7,28152.99,22922.91,salaried-gig,22,4,46.1,2024.54,21.0,1.0,4,7,5.0,8.0,2022.0,550.79,1.68,8.9,0.297,0.4943027430197166,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,183400.0,medical,46,0
gig,3,32063.2,35535.58,46809.48,25207.9,44459.69,20852.25,salaried-gig,17,3,32.3,2226.28,11.0,0.0,9,15,9.0,13.0,2017.0,733.26,1.58,5.5,0.25,0.3626409224000924,3.0,3.0,2.0,3.0,3.0,,2.0,4.0,147800.0,consumption,41,0
rural,5,13692.27,12086.67,24542.18,12734.03,13081.43,23440.44,seasonal,39,3,,,,,9,17,7.0,10.0,2012.0,360.68,1.93,0.0,,,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,147900.0,medical,6,1
gig,3,27423.7,29071.75,24474.95,26518.02,30410.12,29496.35,self-employed,14,2,16.2,1452.62,10.0,1.0,2,11,,,,335.66,1.5,1.1,0.439,0.5156152346954793,3.0,2.0,4.0,,3.0,2.0,3.0,3.0,488800.0,medical,46,0
gig,4,16004.77,47508.43,22307.36,42199.05,29990.1,54757.04,self-employed,22,4,45.8,1667.22,16.0,1.0,4,9,8.0,23.0,2019.0,570.85,2.12,0.0,,,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,223600.0,education,27,0
rural,4,10803.24,11139.45,15121.12,10148.67,14864.72,24185.91,daily-wage,34,3,48.3,1568.27,19.0,0.0,5,22,,,2017.0,413.17,1.62,0.0,,,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,32600.0,education,45,0
gig,4,43110.04,33502.68,26754.7,21542.06,24556.46,11497.61,salaried-gig,20,4,60.6,2432.49,11.0,1.0,4,6,6.0,12.0,2018.0,664.24,1.77,9.1,0.236,0.8041836024037641,5.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,432600.0,education,58,0
rural,6,6671.76,7004.17,12738.0,7946.01,7589.24,11060.48,daily-wage,11,1,,,,,0,21,0.0,18.0,2022.0,227.27,0.5,0.0,,,1.0,2.0,4.0,,2.0,2.0,4.0,2.0,274600.0,business,41,1
rural,4,14190.25,12931.67,20757.72,14760.26,11454.67,29010.07,daily-wage,44,3,,,,,7,22,13.0,23.0,2017.0,249.64,1.75,0.0,,,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,131600.0,consumption,47,0
rural,7,14347.89,12825.32,27415.52,16245.34,16226.69,21087.45,daily-wage,43,3,42.7,2733.02,18.0,0.0,15,21,17.0,24.0,2016.0,367.12,2.03,0.0,,,3.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,236100.0,medical,52,0
rural,7,11386.74,10126.81,14859.0,8201.17,8551.07,16358.87,seasonal,15,3,,,,,0,9,6.0,21.0,2020.0,397.18,1.66,0.0,,,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,292200.0,agriculture,19,1
migrant,1,14224.8,12355.46,15471.29,18862.87,13386.67,15941.58,self-employed,1,2,2.1,1893.27,12.0,0.0,1,10,5.0,18.0,2023.0,432.38,0.93,2.9,0.548,0.2850760602297175,2.0,3.0,4.0,2.0,1.0,,4.0,2.0,120400.0,consumption,10,1
gig,4,17000.74,20161.21,19806.58,20080.89,31021.54,24054.0,daily-wage,15,2,50.1,1214.13,6.0,1.0,9,16,2.0,8.0,2018.0,475.44,1.42,8.0,0.329,0.0553874737284549,2.0,2.0,5.0,2.0,2.0,2.0,3.0,3.0,47900.0,consumption,33,0
gig,2,23808.84,31766.85,30126.11,25834.07,41257.81,57129.1,self-employed,18,3,60.8,2134.37,18.0,1.0,17,24,7.0,10.0,2019.0,650.8,2.34,5.8,0.312,0.5604811671237663,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,328000.0,business,28,0
gig,2,23012.41,23222.43,19333.55,12524.4,15880.03,20856.22,salaried-gig,8,2,37.8,1544.22,12.0,0.0,3,9,3.0,16.0,2019.0,638.93,0.61,4.0,0.38,0.0549389847287861,3.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,282100.0,education,21,0
migrant,2,19079.07,19498.15,18266.5,22940.9,20986.84,23687.35,daily-wage,7,3,24.8,1852.1,19.0,0.0,1,21,9.0,15.0,2020.0,445.31,1.39,5.7,0.396,0.3775785105107067,2.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,74200.0,business,42,0
gig,2,29340.5,30448.83,13849.28,26353.67,28332.18,18790.38,daily-wage,14,3,66.5,1924.66,9.0,1.0,6,15,14.0,22.0,2017.0,439.89,1.48,0.6,0.301,0.185733858391365,4.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,279200.0,medical,38,0
rural,6,7134.43,5053.3,10170.59,4660.34,5992.13,7324.85,self-employed,10,2,10.6,942.73,1.0,0.0,0,21,,,2024.0,100.0,0.82,0.0,,,3.0,1.0,4.0,1.0,2.0,3.0,4.0,3.0,81500.0,agriculture,44,0
gig,2,53922.76,41723.58,37062.91,25775.51,39192.44,31610.77,self-employed,38,3,104.9,3539.54,27.0,1.0,22,22,21.0,22.0,2015.0,759.82,3.02,13.2,0.12,0.8787756373402065,4.0,4.0,1.0,3.0,3.0,3.0,2.0,4.0,343200.0,medical,54,0
gig,2,36843.43,30869.61,30537.24,15156.5,24102.72,32601.31,salaried-gig,14,3,45.5,1717.9,8.0,1.0,5,13,1.0,11.0,2020.0,533.95,1.44,0.0,,,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,54500.0,education,21,1
gig,3,23282.6,12700.3,7048.67,15827.22,24580.18,26779.08,self-employed,10,2,39.7,1113.66,3.0,0.0,6,13,0.0,11.0,2019.0,737.57,1.57,2.5,0.317,0.3903832310752988,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,488900.0,medical,46,0
gig,2,21411.74,48088.85,17851.36,36554.71,35675.76,36667.1,salaried-gig,21,3,75.9,2460.28,20.0,0.0,11,24,13.0,17.0,2015.0,675.19,2.53,5.6,0.237,0.7463020905127384,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,71300.0,education,34,0
migrant,3,17955.0,19604.54,25674.93,19742.03,28463.77,23937.27,daily-wage,4,2,72.3,2129.18,,1.0,7,11,5.0,8.0,2021.0,403.32,1.82,11.2,0.284,0.2070373435599156,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,456600.0,education,50,0
gig,5,22332.31,2104.54,18589.19,28933.93,36024.5,27023.21,salaried-gig,17,3,49.2,2165.06,21.0,1.0,3,7,6.0,17.0,2022.0,697.78,1.28,6.6,0.396,0.6816284306872193,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,250100.0,business,42,0
gig,3,6233.63,21046.98,14290.83,25923.69,28816.38,14411.93,salaried-gig,17,3,63.0,1891.3,15.0,0.0,12,17,12.0,24.0,2021.0,434.17,2.07,8.9,0.226,0.7129063797667852,2.0,3.0,3.0,,2.0,2.0,4.0,2.0,21000.0,business,7,0
gig,2,38376.88,12431.68,33227.93,37448.02,40100.56,38777.69,salaried-gig,23,4,65.1,2102.13,25.0,1.0,4,10,5.0,9.0,,505.79,1.88,10.0,0.338,0.960392836976281,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,493400.0,consumption,48,0
migrant,2,18966.09,18200.2,16533.39,19452.2,19873.95,26171.65,daily-wage,10,2,27.3,1445.53,5.0,0.0,8,23,2.0,7.0,2019.0,527.72,1.27,8.7,0.296,0.0848128355455616,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,141300.0,business,28,0
gig,2,30025.39,29458.83,18227.52,26907.08,15309.94,13002.83,self-employed,12,2,32.7,1605.17,15.0,0.0,7,17,,,2021.0,426.97,1.28,1.2,0.391,0.2863750186678257,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,70200.0,consumption,58,0
migrant,2,15213.17,28437.34,23134.06,20895.24,24951.44,21650.84,daily-wage,12,3,15.2,1174.41,10.0,0.0,2,16,8.0,22.0,2019.0,759.45,1.43,7.9,0.396,0.3762831561422409,3.0,2.0,4.0,,4.0,1.0,2.0,3.0,87100.0,consumption,9,0
rural,6,10065.58,10316.41,23160.8,10383.53,9979.35,20497.23,daily-wage,25,1,42.4,1878.13,21.0,0.0,7,22,,,2017.0,415.5,1.24,2.8,0.43,0.4726495794967383,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,70600.0,education,22,0
gig,2,26418.2,4915.78,41794.08,14410.56,10903.11,25975.2,daily-wage,14,2,51.1,1757.33,16.0,1.0,14,18,3.0,6.0,2018.0,505.74,1.44,8.0,0.372,0.5312606395927533,4.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,192300.0,consumption,59,0
migrant,4,30282.52,39207.15,35405.3,33713.94,27176.84,41471.11,daily-wage,16,4,58.4,3302.97,26.0,1.0,8,10,13.0,15.0,2015.0,446.45,2.75,9.5,0.188,0.9640603127107074,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,489600.0,business,35,0
gig,4,47265.29,34905.53,30959.98,41968.0,28402.56,10875.59,self-employed,17,3,52.9,1784.17,9.0,1.0,5,10,4.0,9.0,2022.0,584.85,1.45,0.0,,,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,24100.0,agriculture,40,0
gig,3,20560.81,22255.91,30040.4,28351.4,14564.95,11408.16,daily-wage,8,2,76.0,1499.34,11.0,0.0,1,10,1.0,11.0,2020.0,545.3,0.6,6.0,0.383,0.0867757686773486,2.0,2.0,4.0,2.0,2.0,,5.0,2.0,89100.0,business,46,1
gig,2,18924.25,16070.19,30704.01,54537.25,34338.67,45145.4,self-employed,32,4,59.1,2542.08,21.0,0.0,15,19,16.0,18.0,2016.0,550.61,2.35,12.1,0.175,0.6687712569156995,3.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,161100.0,consumption,52,0
gig,3,11672.25,12191.82,15767.24,16512.2,26637.04,11776.55,self-employed,4,2,7.7,1042.84,5.0,0.0,0,9,2.0,10.0,2023.0,423.71,0.5,0.0,,,2.0,2.0,5.0,2.0,2.0,2.0,4.0,2.0,441100.0,business,54,1
migrant,3,11573.67,12204.53,11072.08,12166.36,14101.72,13195.39,daily-wage,5,1,0.0,499.1,0.0,1.0,6,20,0.0,14.0,2024.0,225.19,0.69,1.6,0.382,0.2570265855473469,2.0,3.0,5.0,2.0,2.0,1.0,4.0,2.0,255100.0,medical,16,1
gig,2,37717.83,48944.94,22080.09,58747.64,39724.97,52425.89,self-employed,33,4,97.9,3860.27,22.0,1.0,21,21,20.0,20.0,2011.0,759.94,2.86,16.0,0.176,0.8221370380491144,5.0,4.0,1.0,,4.0,4.0,2.0,4.0,226100.0,business,15,0
gig,5,24800.97,31384.3,17356.58,2657.07,46261.11,2000.0,self-employed,25,3,54.2,2199.2,16.0,0.0,15,17,4.0,6.0,2017.0,704.96,2.16,9.3,0.221,0.1830105531561847,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,153100.0,business,22,0
gig,5,31190.52,46641.21,62945.13,30656.02,24815.77,47619.29,salaried-gig,28,3,98.6,2756.08,23.0,0.0,17,18,7.0,10.0,2018.0,755.11,2.66,13.1,0.257,0.9996652644263369,5.0,5.0,2.0,4.0,4.0,3.0,3.0,5.0,163000.0,agriculture,49,0
rural,5,11994.89,15260.37,25912.09,16814.92,17105.83,20849.31,daily-wage,42,3,,,,,5,10,6.0,9.0,2016.0,517.67,1.91,11.0,0.213,0.3473944324710342,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,399700.0,medical,41,0
rural,7,13955.72,12099.07,15125.53,9216.09,11047.16,17008.54,seasonal,29,3,,,,,14,18,,,2017.0,351.39,1.66,3.8,0.352,0.5828004415265603,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,441100.0,agriculture,24,0
gig,2,22846.47,20879.28,9400.66,12038.62,27518.24,19597.34,salaried-gig,13,2,20.5,1040.51,13.0,0.0,5,14,3.0,17.0,2024.0,513.06,1.19,0.0,,,2.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,73000.0,business,37,1
rural,6,5672.48,6490.97,10486.62,6430.31,5987.86,8556.8,self-employed,11,2,,,,,2,17,,,2021.0,272.95,0.84,0.0,,,1.0,3.0,4.0,,2.0,,4.0,1.0,119300.0,agriculture,35,1
gig,4,19441.05,15231.9,29382.34,20597.65,14015.96,16070.9,salaried-gig,9,2,0.0,1176.35,7.0,0.0,11,24,3.0,11.0,2022.0,478.28,1.46,0.1,0.406,0.2949570761119172,2.0,1.0,4.0,2.0,3.0,1.0,4.0,2.0,420800.0,business,24,1
gig,2,32263.62,20923.25,9443.9,30397.94,10512.69,37704.33,salaried-gig,16,3,31.5,1903.24,16.0,0.0,14,16,9.0,21.0,2018.0,342.57,1.61,7.7,0.284,0.2257352706314301,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,186300.0,business,6,0
rural,5,5794.73,6943.36,12671.5,6559.47,6127.96,12392.95,daily-wage,12,1,,,,,3,24,0.0,8.0,2023.0,202.93,0.8,1.0,0.466,0.1952065736874273,3.0,1.0,5.0,2.0,2.0,1.0,5.0,1.0,381000.0,agriculture,42,1
rural,7,12095.4,11709.66,17808.49,9676.27,9281.77,16099.17,seasonal,22,1,52.6,1514.13,12.0,0.0,7,18,5.0,16.0,,369.74,0.98,0.0,,,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,215900.0,education,15,0
migrant,4,17007.06,16057.18,18433.3,16477.17,15661.58,19781.46,salaried-gig,1,1,4.9,1914.65,13.0,0.0,1,18,1.0,7.0,2020.0,509.8,1.02,1.6,0.317,0.3514015556890926,2.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,28900.0,medical,10,0
migrant,2,19570.2,15393.76,16385.74,19555.47,16726.22,20038.93,daily-wage,4,2,8.2,1343.91,14.0,0.0,4,12,2.0,8.0,2020.0,452.93,0.62,7.0,0.397,0.326777528099179,2.0,1.0,3.0,4.0,1.0,2.0,5.0,1.0,186700.0,consumption,12,0
gig,4,26349.33,26070.44,20657.71,16588.79,19757.17,24693.77,daily-wage,16,2,20.1,1030.98,1.0,0.0,2,15,1.0,6.0,2019.0,620.65,1.33,5.1,0.379,0.0672967726079343,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,83600.0,medical,17,0
gig,4,8765.57,18479.61,27998.74,8671.93,15780.88,19350.31,salaried-gig,8,2,0.0,1430.43,13.0,0.0,5,14,1.0,6.0,2022.0,522.59,0.85,2.9,0.363,0.0603018843987249,3.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,491600.0,consumption,34,1
gig,4,16697.7,33793.99,28031.33,22339.42,20289.76,13908.42,salaried-gig,17,3,54.1,1542.5,14.0,1.0,5,12,2.0,9.0,2023.0,590.14,1.45,5.0,0.288,0.281185725862173,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,272000.0,business,28,0
rural,6,15210.32,18189.09,29994.74,14753.31,13976.83,27852.47,seasonal,43,2,,,,,7,12,,,2015.0,399.77,1.81,0.0,,,4.0,4.0,2.0,,4.0,4.0,3.0,4.0,463000.0,agriculture,17,0
gig,4,17692.35,20380.63,11086.93,24449.14,13731.34,11811.15,self-employed,9,2,38.9,897.08,17.0,0.0,6,17,0.0,8.0,2021.0,548.46,1.06,3.9,0.273,0.1397247690661471,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,263800.0,business,54,0
rural,7,8317.81,6656.91,11684.44,7145.74,8520.16,10336.15,seasonal,13,1,33.3,698.99,7.0,0.0,0,21,,,2019.0,148.27,1.41,2.4,0.438,0.0709660802948549,3.0,1.0,4.0,3.0,2.0,2.0,4.0,3.0,164000.0,education,27,0
gig,5,47824.16,26964.22,40827.89,39495.8,46123.5,14246.15,daily-wage,25,4,59.4,2764.86,22.0,1.0,18,20,,,2016.0,649.49,2.59,10.9,0.185,0.9951508179823142,3.0,5.0,3.0,4.0,5.0,3.0,1.0,3.0,390300.0,consumption,42,0
rural,7,10261.34,10851.64,26741.24,9760.9,11276.39,18417.73,daily-wage,33,2,31.9,2274.34,17.0,0.0,15,21,,,2016.0,237.6,2.07,0.0,,,2.0,2.0,4.0,2.0,2.0,,3.0,3.0,351200.0,business,24,0
rural,4,11977.01,10572.96,28368.05,10289.35,15140.49,17344.07,daily-wage,42,3,44.1,2500.52,20.0,1.0,14,17,2.0,14.0,2016.0,300.27,1.75,11.5,0.243,0.8175752942043565,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,35600.0,agriculture,27,0
gig,5,19939.04,16644.75,37741.7,7576.45,28157.98,27684.53,salaried-gig,22,4,49.5,1772.2,12.0,1.0,5,8,3.0,6.0,2018.0,559.61,1.75,6.7,0.36,0.2379732265048468,4.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,306800.0,consumption,9,0
gig,3,64247.9,33560.31,53548.49,25222.72,61005.75,44699.36,salaried-gig,29,3,99.3,3555.99,24.0,1.0,10,10,14.0,14.0,2011.0,780.24,2.85,15.3,0.148,0.974798456621687,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,452600.0,business,54,0
migrant,2,28979.8,28483.15,25900.08,26600.47,27016.1,24647.83,salaried-gig,10,3,73.3,2052.1,32.0,0.0,5,10,16.0,20.0,2017.0,575.36,1.87,4.0,0.218,0.6091819370393398,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,391700.0,education,37,0
rural,4,4322.31,4886.09,9283.13,4690.71,4722.76,10208.41,seasonal,15,2,,,,,11,23,0.0,8.0,2024.0,261.56,0.59,1.6,0.536,0.045046706858459,1.0,2.0,4.0,1.0,1.0,1.0,5.0,2.0,408600.0,agriculture,48,1
gig,2,11510.86,34889.93,13128.54,27119.86,20955.05,38904.08,self-employed,13,2,31.2,1784.02,13.0,1.0,10,16,3.0,14.0,2019.0,642.48,1.87,4.4,0.302,0.0662711813119074,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,316800.0,business,49,0
gig,2,16806.22,37224.88,5975.93,28940.17,26704.03,41768.86,salaried-gig,17,4,79.1,2013.72,9.0,0.0,2,24,6.0,15.0,,620.0,1.5,4.3,0.408,0.7600535913203134,2.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,420100.0,business,30,1
gig,5,9177.48,27009.26,22045.08,27372.05,27825.87,13009.82,salaried-gig,6,2,42.2,999.18,2.0,1.0,6,7,1.0,13.0,2022.0,594.58,1.2,1.4,0.38,0.136703424132483,2.0,2.0,4.0,2.0,1.0,3.0,4.0,1.0,483200.0,medical,29,0
gig,3,23981.48,32912.83,24825.54,17431.43,11765.18,21015.08,salaried-gig,12,1,12.2,1450.62,8.0,1.0,5,10,3.0,13.0,2019.0,547.98,1.27,5.7,0.428,0.5564458824092149,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,279200.0,consumption,18,0
gig,3,13967.6,36422.89,36586.39,30199.78,31930.61,32815.89,self-employed,22,3,65.1,2196.51,12.0,0.0,4,6,6.0,10.0,2020.0,620.75,2.56,13.0,0.294,0.8067516513836142,3.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,139400.0,business,34,0
gig,5,24331.13,25083.9,32134.14,65319.21,27455.45,47664.84,salaried-gig,29,4,48.1,1781.79,22.0,0.0,6,13,3.0,7.0,2021.0,546.47,2.05,9.9,0.213,0.0995791165441619,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,155800.0,business,56,0
gig,2,4202.77,20817.05,24189.27,8680.23,25351.75,39785.67,salaried-gig,18,3,39.7,2302.05,24.0,0.0,4,9,13.0,21.0,2022.0,512.29,1.28,3.1,0.336,0.3472844139724347,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,182300.0,consumption,47,0
migrant,1,13430.85,17311.31,18308.6,17471.76,17198.11,20185.21,self-employed,7,2,39.8,,1.0,0.0,5,16,1.0,14.0,2020.0,327.66,1.08,0.0,,,2.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,45400.0,education,51,0
migrant,3,21543.21,29161.86,26712.35,28137.27,23877.74,32634.83,salaried-gig,11,2,52.6,2567.07,20.0,0.0,8,16,14.0,19.0,,623.35,2.31,15.8,0.262,0.6822487106377404,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,492900.0,consumption,15,0
